horse,ball,bike,train,coal,book,doll,block,gloves,score,n_items
1,1,0,0,0,2,0,0,1,12.67436564,5
0,0,0,0,0,0,2,0,2,12.7499999976,4
0,5,0,0,0,0,0,0,2,12.7500000005,7
0,0,0,0,0,3,1,0,1,12.7693223899,5
0,0,0,0,0,6,0,0,0,12.7715315354,6
1,0,0,0,0,0,1,0,2,12.7869646803,4
1,0,0,0,0,3,0,0,1,12.8075980367,5
2,0,0,0,0,0,0,0,2,12.8239448834,4
0,3,0,0,0,0,0,0,5,12.8750000003,8
0,4,0,0,0,1,0,0,2,12.8848304473,7
0,1,0,0,0,0,0,0,8,13.0000000001,9
0,4,0,0,0,0,1,0,0,13.0000000004,5
0,2,0,0,0,1,0,0,5,13.011399071900001,8
0,3,0,0,0,2,0,0,2,13.021035355599999,7
0,0,0,1,0,0,0,0,2,13.0269941373,3
1,4,0,0,0,0,0,0,0,13.0370192248,5
0,0,0,0,0,0,0,1,1,13.041666666700001,2
0,2,0,0,0,0,1,0,3,13.1250000001,6
0,0,0,0,0,1,0,0,8,13.137967164900001,9
0,3,0,0,0,1,1,0,0,13.137968273199995,5
0,1,0,0,0,2,0,0,5,13.149190601199999,8
0,2,0,0,0,3,0,0,2,13.158624812100001,7
1,2,0,0,0,0,0,0,3,13.1620464967,6
1,3,0,0,0,1,0,0,0,13.175446841,5
0,0,0,0,0,0,1,0,6,13.2499999992,7
0,1,0,0,0,1,1,0,3,13.2645366294,6
0,2,0,0,0,2,1,0,0,13.277349589000002,5
1,0,0,0,0,0,0,0,6,13.287073768499999,7
0,0,0,0,0,3,0,0,5,13.2883822775,8
0,1,0,0,0,4,0,0,2,13.2976059667,7
1,1,0,0,0,1,0,0,3,13.3020430525,6
1,2,0,0,0,2,0,0,0,13.315293891900001,5
0,1,0,0,0,0,2,0,1,13.374999998,4
0,6,0,0,0,0,0,0,1,13.3750000006,7
0,0,0,0,0,2,1,0,3,13.405503469500001,6
1,1,0,0,0,0,1,0,1,13.4121010406,4
0,1,0,0,0,3,1,0,0,13.4181533425,5
0,0,0,0,0,5,0,0,2,13.4379820525,7
1,0,0,0,0,2,0,0,3,13.443476921199998,6
2,1,0,0,0,0,0,0,1,13.449217633699998,4
1,1,0,0,0,3,0,0,0,13.456570796700001,5
0,4,0,0,0,0,0,0,4,13.5000000004,8
0,0,0,0,0,1,2,0,1,13.517673865,4
0,5,0,0,0,1,0,0,1,13.5176754854,7
1,0,0,0,0,1,1,0,1,13.555235805799999,4
0,0,0,0,0,4,1,0,0,13.560385370699999,5
2,0,0,0,0,1,0,0,1,13.5928132337,4
1,0,0,0,0,4,0,0,0,13.5992848251,5
0,2,0,0,0,0,0,0,7,13.6250000002,9
0,3,0,0,0,1,0,0,4,13.6442440909,8
0,1,0,1,0,0,0,0,1,13.6521662115,3
0,4,0,0,0,2,0,0,1,13.6618238041,7
0,1,0,0,0,0,0,1,0,13.666666666800001,2
0,0,0,0,0,0,0,0,10,13.75,10
0,3,0,0,0,0,1,0,2,13.7500000003,6
0,1,0,0,0,1,0,0,7,13.770812138599998,9
1,3,0,0,0,0,0,0,2,13.787182857000001,6
0,2,0,0,0,2,0,0,4,13.789978895,8
0,0,0,1,0,1,0,0,1,13.798307601900001,3
0,3,0,0,0,3,0,0,1,13.807456015,7
0,0,0,0,0,1,0,1,0,13.813002647000001,2
0,1,0,0,0,0,1,0,5,13.8749999995,7
0,2,0,0,0,1,1,0,2,13.8973816255,6
1,1,0,0,0,0,0,0,5,13.912210128800002,7
0,0,0,0,0,2,0,0,7,13.918130959500001,9
1,2,0,0,0,1,0,0,2,13.935026141,6
0,1,0,0,0,3,0,0,4,13.937212831300002,8
0,2,0,0,0,4,0,0,1,13.9545799399,7
0,2,0,0,0,0,2,0,0,13.9999999985,4
0,7,0,0,0,0,0,0,0,14.0000000007,7
0,0,0,0,0,1,1,0,5,14.023949003199995,7
1,2,0,0,0,0,1,0,0,14.037237400899999,4
0,1,0,0,0,2,1,0,2,14.0462915975,6
1,0,0,0,0,1,0,0,5,14.061621734600001,7
2,2,0,0,0,0,0,0,0,14.0744903839,4
1,1,0,0,0,2,0,0,2,14.0844049998,6
0,0,0,0,0,4,0,0,4,14.085949431400001,8
0,1,0,0,0,5,0,0,1,14.103199054000001,7
0,0,0,0,0,0,2,0,3,14.124999985499999,5
0,5,0,0,0,0,0,0,3,14.1250000005,8
0,1,0,0,0,1,2,0,0,14.1505188221,4
0,6,0,0,0,1,0,0,0,14.150520522699999,7
1,0,0,0,0,0,1,0,3,14.162264672100001,5
1,1,0,0,0,1,1,0,0,14.1882188697,4
0,0,0,0,0,3,1,0,2,14.196736678099999,6
2,0,0,0,0,0,0,0,3,14.199544933699999,5
2,1,0,0,0,1,0,0,0,14.225934421500002,4
1,0,0,0,0,3,0,0,2,14.235327955799999,6
0,3,0,0,0,0,0,0,6,14.2500000003,9
0,0,0,0,0,6,0,0,1,14.2533116517,7
0,4,0,0,0,1,0,0,3,14.277089108299998,8
0,2,0,1,0,0,0,0,0,14.277338285699999,3
0,0,0,0,0,2,2,0,0,14.302602847000001,4
0,5,0,0,0,2,0,0,0,14.3026122451,7
1,0,0,0,0,2,1,0,0,14.340773428099999,4
0,1,0,0,0,0,0,0,9,14.3750000001,10
0,4,0,0,0,0,1,0,1,14.3750000004,6
2,0,0,0,0,2,0,0,0,14.3789588969,4
0,0,0,1,0,0,0,0,3,14.4023726972,4
0,2,0,0,0,1,0,0,6,14.4036571084,9
1,4,0,0,0,0,0,0,1,14.4123192173,6
0,0,0,0,0,0,0,1,2,14.416666666700001,3
0,3,0,0,0,2,0,0,3,14.430767172100001,8
0,1,0,1,0,1,0,0,0,14.4313265685,3
0,4,0,0,0,3,0,0,0,14.4562871772,7
0,2,0,0,0,0,1,0,4,14.4999999997,7
0,0,0,0,0,1,0,0,9,14.530223715999998,10
0,3,0,0,0,1,1,0,1,14.5302266188,6
1,2,0,0,0,0,0,0,4,14.5373464891,7
0,1,0,0,0,2,0,0,6,14.5589188759,9
1,3,0,0,0,1,0,0,1,14.5680092277,6
0,2,0,0,0,3,0,0,3,14.5860432994,8
0,0,0,1,0,2,0,0,0,14.5869083006,3
0,3,0,0,0,4,0,0,0,14.6115537619,7
0,0,0,0,0,0,1,0,7,14.6249999937,8
0,1,0,0,0,1,1,0,4,14.6567939158,7
1,0,0,0,0,0,0,0,7,14.6623737609,8
0,2,0,0,0,2,1,0,1,14.687079698599998,6
1,1,0,0,0,1,0,0,4,14.6946047703,7
0,0,0,0,0,3,0,0,6,14.7157893191,9
1,2,0,0,0,2,0,0,1,14.725333060399999,6
0,1,0,0,0,4,0,0,3,14.7429211775,8
0,1,0,0,0,0,2,0,2,14.749999987699999,5
0,6,0,0,0,0,0,0,2,14.7500000006,8
0,2,0,0,0,5,0,0,0,14.7684156177,7
1,1,0,0,0,0,1,0,2,14.7874010325,5
0,0,0,0,0,2,1,0,4,14.8152281445,7
2,1,0,0,0,0,0,0,2,14.824817684000001,5
0,1,0,0,0,3,1,0,1,14.845566476199998,6
1,0,0,0,0,2,0,0,4,14.8535122933,7
0,4,0,0,0,0,0,0,5,14.8750000004,9
1,1,0,0,0,3,0,0,1,14.884299887300001,6
0,0,0,0,0,5,0,0,3,14.9013979346,8
0,0,0,0,0,1,2,0,2,14.9099298821,5
0,5,0,0,0,1,0,0,2,14.909934123900001,8
0,1,0,0,0,6,0,0,0,14.9268705916,7
1,0,0,0,0,1,1,0,2,14.9477967202,5
2,0,0,0,0,1,0,0,2,14.985678693599999,5
0,0,0,0,0,0,3,0,0,14.999999906400001,3
0,2,0,0,0,0,0,0,8,15.0000000002,10
0,5,0,0,0,0,1,0,0,15.0000000005,6
0,0,0,0,0,4,1,0,1,15.005687860899998,6
0,1,0,1,0,0,0,0,2,15.027544772899999,4
0,3,0,0,0,1,0,0,5,15.036502074200001,9
1,0,0,0,0,0,2,0,0,15.037455563800002,3
1,5,0,0,0,0,0,0,0,15.0374555776,6
0,1,0,0,0,0,0,1,1,15.041666666800001,3
1,0,0,0,0,4,0,0,1,15.0449130686,6
0,4,0,0,0,2,0,0,2,15.0715554316,8
2,0,0,0,0,0,1,0,0,15.074926783299999,3
0,0,0,0,0,7,0,0,0,15.086910214000001,7
3,0,0,0,0,0,0,0,0,15.112413625699999,3
0,3,0,0,0,0,1,0,3,15.1249999999,7
0,0,0,0,0,0,0,0,11,15.125,11
1,3,0,0,0,0,0,0,3,15.1624828494,7
0,1,0,0,0,1,0,0,8,15.163068563,10
0,4,0,0,0,1,1,0,0,15.163071609300001,6
0,0,0,1,0,1,0,0,2,15.1909395666,4
0,2,0,0,0,2,0,0,5,15.1997067527,9
1,4,0,0,0,1,0,0,0,15.2009923126,6
0,0,0,0,0,1,0,1,1,15.2052604293,3
0,3,0,0,0,3,0,0,2,15.234873676,8
0,1,0,0,0,0,1,0,6,15.2499999951,8
0,0,0,1,0,0,1,0,0,15.277613341199999,2
1,1,0,0,0,0,0,0,6,15.287510121199999,8
0,2,0,0,0,1,1,0,3,15.2896388216,7
1,0,0,1,0,0,0,0,0,15.315139158900001,2
1,2,0,0,0,1,0,0,3,15.3275878018,7
0,0,0,0,0,2,0,0,8,15.3278508074,10
0,3,0,0,0,2,1,0,0,15.327867771400001,6
0,1,0,0,0,3,0,0,5,15.364618180799999,9
1,3,0,0,0,2,0,0,0,15.366261102100001,6
0,2,0,0,0,0,2,0,1,15.374999989600001,5
0,7,0,0,0,0,0,0,1,15.3750000008,8
0,2,0,0,0,4,0,0,2,15.3998926003,8
1,2,0,0,0,0,1,0,1,15.412537393,5
0,0,0,0,0,1,1,0,6,15.416203556,8
2,2,0,0,0,0,0,0,1,15.450090434200002,5
1,0,0,0,0,1,0,0,6,15.4541817256,8
0,1,0,0,0,2,1,0,3,15.456015614000002,7
0,2,0,0,0,3,1,0,0,15.4943961349,6
1,1,0,0,0,2,0,0,3,15.494439925,7
0,0,0,0,0,0,2,0,4,15.499999918499999,6
0,5,0,0,0,0,0,0,4,15.5000000005,9
0,0,0,0,0,4,0,0,5,15.5312320259,9
1,2,0,0,0,3,0,0,0,15.533271720799998,6
1,0,0,0,0,0,1,0,4,15.537564659800001,6
0,1,0,0,0,1,2,0,1,15.5427746856,5
0,6,0,0,0,1,0,0,1,15.5427791378,8
0,1,0,0,0,5,0,0,2,15.5666086301,8
2,0,0,0,0,0,0,0,4,15.575144984000001,6
1,1,0,0,0,1,1,0,1,15.5807796874,5
2,1,0,0,0,1,0,0,1,15.6187998204,5
0,0,0,0,0,3,1,0,3,15.624130929300001,7
0,3,0,0,0,0,0,0,7,15.6250000003,10
0,2,0,1,0,0,0,0,1,15.652716847899999,4
0,1,0,0,0,4,1,0,0,15.6626573072,6
1,0,0,0,0,3,0,0,3,15.6630429601,7
0,2,0,0,0,0,0,1,0,15.666666666900001,3
0,4,0,0,0,1,0,0,4,15.6693470357,9
1,1,0,0,0,4,0,0,0,15.7020274982,6
0,0,0,0,0,2,2,0,1,15.7123210701,5
0,5,0,0,0,2,0,0,1,15.7123436724,8
0,0,0,0,0,6,0,0,2,15.73501021,8
0,1,0,0,0,0,0,0,10,15.7500000001,11
0,4,0,0,0,0,1,0,2,15.7500000002,7
1,0,0,0,0,2,1,0,1,15.750804235599999,5
0,0,0,1,0,0,0,0,4,15.777751203800001,5
1,4,0,0,0,0,0,0,2,15.7876192097,7
2,0,0,0,0,2,0,0,1,15.789300920599999,5
0,0,0,0,0,0,0,1,3,15.791666666700001,4
0,2,0,0,0,1,0,0,7,15.7959134,10
0,1,0,1,0,1,0,0,1,15.823958016199999,4
0,0,0,0,0,5,1,0,0,15.832643772599999,6
0,1,0,0,0,1,0,1,0,15.8381053747,3
0,3,0,0,0,2,0,0,4,15.8404945877,9
1,0,0,0,0,5,0,0,0,15.8725239363,6
0,2,0,0,0,0,1,0,5,15.874999996300001,8
0,4,0,0,0,3,0,0,1,15.8837039553,8
1,2,0,0,0,0,0,0,5,15.912646481500001,8
0,0,0,0,0,1,0,0,10,15.9224761163,11
0,3,0,0,0,1,1,0,2,15.9224837202,7
1,3,0,0,0,1,0,0,2,15.960570828599998,7
0,1,0,0,0,2,0,0,7,15.9686377537,10
0,0,0,1,0,2,0,0,1,15.996980111900001,4
0,0,0,0,0,0,1,0,8,15.9999999553,9
0,3,0,0,0,0,2,0,0,15.999999991300001,5
0,8,0,0,0,0,0,0,0,16.0000000009,8
0,0,0,0,0,2,0,1,0,16.0113693434,3
0,2,0,0,0,3,0,0,4,16.0134468377,9
1,0,0,0,0,0,0,0,8,16.0376737534,9
1,3,0,0,0,0,1,0,0,16.0376737534,5
0,1,0,0,0,1,1,0,5,16.049048242999998,8
0,3,0,0,0,4,0,0,1,16.0568636762,8
2,3,0,0,0,0,0,0,0,16.075363184500002,5
1,1,0,0,0,1,0,0,5,16.0871646191,8
0,2,0,0,0,2,1,0,2,16.0968030165,7
0,1,0,0,0,0,2,0,3,16.1249999291,6
0,6,0,0,0,0,0,0,3,16.1250000007,9
1,2,0,0,0,2,0,0,2,16.135367511800002,7
0,0,0,0,0,3,0,0,7,16.143167129200002,10
1,1,0,0,0,0,1,0,3,16.1627010212,6
0,2,0,0,0,1,2,0,0,16.175619477,5
0,7,0,0,0,1,0,0,0,16.1756241499,8
0,1,0,0,0,4,0,0,4,16.1881985023,9
2,1,0,0,0,0,0,0,3,16.2004177343,6
1,2,0,0,0,1,1,0,0,16.2137626468,5
0,0,0,0,0,2,1,0,5,16.2249384821,8
0,2,0,0,0,5,0,0,1,16.2318183621,8
0,4,0,0,0,0,0,0,6,16.2500000005,10
2,2,0,0,0,1,0,0,0,16.2519209423,5
1,0,0,0,0,2,0,0,5,16.2635375928,8
0,1,0,0,0,3,1,0,2,16.272958042,7
0,3,0,1,0,0,0,0,0,16.2778889225,4
0,0,0,0,0,1,2,0,3,16.3021808953,6
0,5,0,0,0,1,0,0,3,16.3021919927,9
1,1,0,0,0,3,0,0,2,16.3120129499,7
1,0,0,0,0,1,1,0,3,16.3403544649,6
0,1,0,0,0,2,2,0,0,16.3531077969,5
0,6,0,0,0,2,0,0,0,16.3531318935,8
0,0,0,0,0,5,0,0,4,16.3647340071,9
0,0,0,0,0,0,3,0,1,16.3749995577,4
0,2,0,0,0,0,0,0,9,16.3750000002,11
0,5,0,0,0,0,1,0,1,16.3750000004,7
2,0,0,0,0,1,0,0,3,16.3785421516,6
1,1,0,0,0,2,1,0,0,16.391731359,5
0,1,0,1,0,0,0,0,3,16.4029233019,5
0,1,0,0,0,6,0,0,1,16.4085546142,8
1,0,0,0,0,0,2,0,1,16.412755493800002,4
1,5,0,0,0,0,0,0,1,16.41275557,7
0,1,0,0,0,0,0,1,2,16.4166666668,4
0,3,0,0,0,1,0,0,6,16.4287582263,10
2,1,0,0,0,2,0,0,0,16.4303682861,5
2,0,0,0,0,0,1,0,1,16.4505268296,4
0,0,0,0,0,4,1,0,2,16.450938378,7
0,2,0,1,0,1,0,0,0,16.4569764245,4
0,4,0,0,0,2,0,0,3,16.481282378499998,9
3,0,0,0,0,0,0,0,1,16.488313799300002,4
1,0,0,0,0,4,0,0,2,16.4905006915,7
0,3,0,0,0,0,1,0,4,16.4999999972,8
0,0,0,0,0,0,0,0,12,16.5,12
0,0,0,0,0,3,2,0,0,16.5324602348,5
0,5,0,0,0,3,0,0,0,16.5325341306,8
1,3,0,0,0,0,0,0,4,16.537782841800002,8
0,1,0,0,0,1,0,0,9,16.5553206316,11
0,4,0,0,0,1,1,0,1,16.5553286112,7
1,0,0,0,0,3,1,0,0,16.5715792233,5
0,0,0,1,0,1,0,0,3,16.583554585799998,5
0,0,0,0,0,7,0,0,1,16.5870500654,8
1,4,0,0,0,1,0,0,1,16.5935538508,7
0,0,0,0,0,1,0,1,2,16.5975160549,4
0,2,0,0,0,2,0,0,6,16.6094246014,10
2,0,0,0,0,3,0,0,0,16.610708339400002,5
0,1,0,0,0,0,1,0,7,16.624999963900002,9
0,1,0,1,0,2,0,0,0,16.637939267,4
0,0,0,1,0,0,1,0,1,16.6529906475,3
0,3,0,0,0,3,0,0,3,16.6622752762,9
1,1,0,0,0,0,0,0,7,16.662810113699994,9
0,0,0,0,0,0,1,1,0,16.666666663599994,2
0,2,0,0,0,1,1,0,4,16.6818929121,8
1,0,0,1,0,0,0,0,1,16.6908177577,3
1,0,0,0,0,0,0,1,0,16.704485870899994,2
0,4,0,0,0,4,0,0,0,16.7138343798,8
1,2,0,0,0,1,0,0,4,16.7201475012,8
0,0,0,0,0,2,0,0,9,16.7375495223,11
0,3,0,0,0,2,1,0,1,16.737590348199998,7
0,2,0,0,0,0,2,0,2,16.7499999386,6
0,7,0,0,0,0,0,0,2,16.7500000008,9
1,3,0,0,0,2,0,0,1,16.7762950513,7
1,2,0,0,0,0,1,0,2,16.7878373825,6
0,1,0,0,0,3,0,0,6,16.7919920571,10
0,0,0,0,0,1,1,0,7,16.8084507264,9
0,0,0,1,0,3,0,0,0,16.8207420216,4
2,2,0,0,0,0,0,0,2,16.8256904845,6
0,2,0,0,0,4,0,0,3,16.8451642419,9
1,0,0,0,0,1,0,0,7,16.8467370511,9
0,1,0,0,0,2,1,0,4,16.865724334,8
0,0,0,0,0,0,2,0,5,16.8749995644,7
0,5,0,0,0,0,0,0,5,16.8750000006,10
0,3,0,0,0,5,0,0,0,16.897027053800002,8
1,1,0,0,0,2,0,0,4,16.904464121500002,8
1,0,0,0,0,0,1,0,5,16.9128646188,7
0,2,0,0,0,3,1,0,1,16.921784823299998,7
0,1,0,0,0,1,2,0,2,16.9350252945,6
0,6,0,0,0,1,0,0,2,16.9350369451,9
2,0,0,0,0,0,0,0,5,16.950745034300002,7
1,2,0,0,0,3,0,0,1,16.9609827056,7
1,1,0,0,0,1,1,0,2,16.973337178599998,6
